State,County,FIPS,State population age 18-64,State disability population age 18-64,State disability prevalence,State DI disabled workers,"State DI disabled workers per 1,000 persons age 18-64",State SSI recipients age 18-64,"State SSI recipients per 1,000 persons age 18-64",County population age 18-64,County disability population age 18-64,County disability prevalence,County DI disabled workers,"County DI disabled workers per 1,000 persons age 18-64",County SSI recipients age 18-64,"County SSI recipients per 1,000 persons age 18-64"
Alabama,Houston,01069,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,61753,10194,16.507700030767737,5055,81.85837125321848,2037,32.98625168008032
Alabama,Jackson,01071,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,30717,5270,17.156623368167466,2810,91.48028778852103,1050,34.18302568610216
Alabama,Jefferson,01073,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,404939,55767,13.77170388626435,26900,66.42975855622699,12160,30.029214276718225
Alabama,Lamar,01075,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,7852,1592,20.275089149261337,925,117.80438104941416,423,53.87162506367804
Alabama,Lauderdale,01077,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,55849,6374,11.412916972550986,4210,75.38183315726333,1586,28.39800175473151
Alabama,Lawrence,01079,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,20003,3708,18.537219417087435,1930,96.48552717092436,773,38.644203369494576
Alabama,Lee,01081,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,106172,12206,11.496439739290961,5040,47.470142787175526,1534,14.44825377689033
Alabama,Limestone,01083,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,55334,8145,14.719702172262986,3365,60.81252033108034,1227,22.174431633353816
Alabama,Lowndes,01085,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,6030,1482,24.577114427860696,770,127.69485903814262,386,64.01326699834163
Alabama,Macon,01087,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,11980,1685,14.065108514190317,1005,83.889816360601,586,48.91485809682804
Alabama,Madison,01089,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,222917,23479,10.532619764306894,9825,44.074700449046055,3349,15.023528936779162
Alabama,Marengo,01091,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,11319,2577,22.76702888947787,1505,132.96227581941866,826,72.97464440321583
Alabama,Marion,01093,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,17222,4007,23.26675182905586,1625,94.35605620717686,636,36.92950876785507
Alabama,Marshall,01095,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,55211,7708,13.960986035391498,4335,78.51696219956169,1729,31.316223216388035
Alabama,Mobile,01097,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,247552,29963,12.10371962254395,17550,70.89419596690796,7622,30.78949069286453
Alabama,Monroe,01099,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,12432,1549,12.459781209781209,1370,110.19948519948521,518,41.666666666666664
Alabama,Montgomery,01101,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,137260,19947,14.532274515517996,9585,69.83097770654233,4648,33.86274224100248
Alabama,Morgan,01103,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,70733,9751,13.785644607184766,5000,70.68836328163658,1793,25.348847072794875
Alabama,Perry,01105,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,5592,1338,23.92703862660944,750,134.12017167381973,553,98.89127324749643
Alabama,Pickens,01107,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,11210,2270,20.24977698483497,1305,116.41391614629795,617,55.04014272970562
Alabama,Pike,01109,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,21932,3300,15.046507386467262,1470,67.02535108517235,833,37.98103228159766
Alabama,Randolph,01111,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,13054,1481,11.345181553546805,1275,97.67121188907613,536,41.060211429446916
Alabama,Russell,01113,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,34550,6153,17.808972503617944,2975,86.10709117221418,837,24.22575976845152
Alabama,St. Clair,01115,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,51707,7294,14.106407256270911,3895,75.3282921074516,1198,23.169009998646217
Alabama,Shelby,01117,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,129422,11620,8.97838080079121,5170,39.94684056806416,1326,10.245553306238506
Alabama,Sumter,01119,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,8234,1591,19.32232207918387,890,108.08841389361186,614,74.56886082098616
Alabama,Talladega,01121,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,47127,8520,18.078808326437073,5650,119.88881108494068,2399,50.90500137925181
Alabama,Tallapoosa,01123,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,23604,3897,16.509913573970515,2920,123.70784612777496,877,37.154719539061176
Alabama,Tuscaloosa,01125,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,136531,14337,10.500911880818276,8710,63.79503555968974,3175,23.254791952010898
Alabama,Walker,01127,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,37728,8140,21.5754877014419,4625,122.58799830364715,1990,52.7459711620017
Alabama,Washington,01129,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,9828,2176,22.14082214082214,1010,102.76760276760277,400,40.7000407000407
Alabama,Wilcox,01131,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,5974,1001,16.755942417140947,940,157.34851021091396,783,131.06796116504853
Alabama,Winston,01133,2924082,416469,14.24272643516837,222985,76.25812135227397,89823,30.718358787475864,13734,3256,23.707587010339303,1370,99.75243920198048,604,43.97844764817241
Alaska,Aleutians East,02013,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,2630,145,5.513307984790875,10,3.802281368821293,NA,NA
Alaska,Aleutians West,02016,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,4252,266,6.25587958607714,15,3.5277516462841016,NA,NA
Alaska,Anchorage,02020,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,183335,18503,10.092453704966319,4675,25.4997681839256,3106,16.941664166689392
Alaska,Bethel,02050,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,10060,1017,10.109343936381709,135,13.41948310139165,151,15.009940357852882
Alaska,Bristol Bay,02060,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,596,71,11.912751677852349,15,25.167785234899327,12,20.13422818791946
Alaska,Denali,02068,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,1770,221,12.48587570621469,20,11.299435028248588,NA,NA
Alaska,Dillingham,02070,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,3007,337,11.207183239108746,65,21.61622879946791,NA,NA
Alaska,Fairbanks North Star,02090,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,59519,6065,10.190023353886994,1550,26.042104202019523,680,11.42492313378921
Alaska,Haines,02100,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,1341,94,7.009694258016405,45,33.557046979865774,21,15.659955257270694
Alaska,Hoonah-Angoon,02105,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,1382,149,10.781476121562953,35,25.32561505065123,NA,NA
Alaska,Juneau,02110,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,20885,2050,9.81565717021786,520,24.898252334211158,306,14.651663873593488
Alaska,Kenai Peninsula,02122,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,34881,4393,12.594249018090078,1360,38.98970786388005,658,18.864138069436084
Alaska,Ketchikan Gateway,02130,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,8504,1099,12.923330197554092,270,31.74976481655691,162,19.04985888993415
Alaska,Kodiak Island,02150,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,8227,1008,12.252339856569831,170,20.663668408897532,NA,NA
Alaska,Kusilvak,02158,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,4413,511,11.579424427826874,55,12.463176977113076,56,12.689780194878766
Alaska,Lake and Peninsula,02164,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,893,110,12.318029115341545,20,22.396416573348265,NA,NA
Alaska,Matanuska-Susitna,02170,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,62429,8110,12.990757500520592,1970,31.5558474426949,1037,16.61086994826122
Alaska,Nome,02180,451328,49019,10.861058919455473,11945,26.46633933635848,6415,15.915073298650134,5565,539,9.685534591194969,125,22.461814914645103,80,14.375561545372866
